"REF_DATE","GEO","DGUID","Main industry based on the North American Industry Classification System (NAICS)","Statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2022","Alma, Quebec","2021S0504410","Manufacturing [31-33]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130713578","36.6.1","2130","","","","0"
"2023","Alma, Quebec","2021S0504410","Manufacturing [31-33]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130713578","36.6.1","2140","","","","0"
"2017","Dolbeau-Mistassini, Quebec","2021S0504411","Agriculture, forestry, fishing and hunting [11]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130713686","37.2.1","590","","","","0"
"2018","Dolbeau-Mistassini, Quebec","2021S0504411","Agriculture, forestry, fishing and hunting [11]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130713686","37.2.1","580","","","","0"
"2019","Dolbeau-Mistassini, Quebec","2021S0504411","Agriculture, forestry, fishing and hunting [11]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130713686","37.2.1","540","","","","0"
"2020","Dolbeau-Mistassini, Quebec","2021S0504411","Agriculture, forestry, fishing and hunting [11]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130713686","37.2.1","530","","","","0"
"2021","Dolbeau-Mistassini, Quebec","2021S0504411","Agriculture, forestry, fishing and hunting [11]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130713686","37.2.1","530","","","","0"
"2022","Dolbeau-Mistassini, Quebec","2021S0504411","Agriculture, forestry, fishing and hunting [11]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130713686","37.2.1","540","","","","0"
"2023","Dolbeau-Mistassini, Quebec","2021S0504411","Agriculture, forestry, fishing and hunting [11]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130713686","37.2.1","540","","","","0"
"2017","Dolbeau-Mistassini, Quebec","2021S0504411","Mining, quarrying, and oil and gas extraction [21]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130713692","37.3.1","70","","","","0"
"2018","Dolbeau-Mistassini, Quebec","2021S0504411","Mining, quarrying, and oil and gas extraction [21]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130713692","37.3.1","80","","","","0"
"2019","Dolbeau-Mistassini, Quebec","2021S0504411","Mining, quarrying, and oil and gas extraction [21]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130713692","37.3.1","80","","","","0"
"2020","Dolbeau-Mistassini, Quebec","2021S0504411","Mining, quarrying, and oil and gas extraction [21]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130713692","37.3.1","80","","","","0"
"2021","Dolbeau-Mistassini, Quebec","2021S0504411","Mining, quarrying, and oil and gas extraction [21]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130713692","37.3.1","90","","","","0"
"2022","Dolbeau-Mistassini, Quebec","2021S0504411","Mining, quarrying, and oil and gas extraction [21]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130713692","37.3.1","100","","","","0"
"2023","Dolbeau-Mistassini, Quebec","2021S0504411","Mining, quarrying, and oil and gas extraction [21]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130713692","37.3.1","90","","","","0"
"2017","Dolbeau-Mistassini, Quebec","2021S0504411","Utilities [22]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130713698","37.4.1","30","","","","0"
"2018","Dolbeau-Mistassini, Quebec","2021S0504411","Utilities [22]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130713698","37.4.1","20","","","","0"
"2019","Dolbeau-Mistassini, Quebec","2021S0504411","Utilities [22]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130713698","37.4.1","30","","","","0"
"2020","Dolbeau-Mistassini, Quebec","2021S0504411","Utilities [22]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130713698","37.4.1","30","","","","0"
"2021","Dolbeau-Mistassini, Quebec","2021S0504411","Utilities [22]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130713698","37.4.1","30","","","","0"
"2022","Dolbeau-Mistassini, Quebec","2021S0504411","Utilities [22]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130713698","37.4.1","30","","","","0"
"2023","Dolbeau-Mistassini, Quebec","2021S0504411","Utilities [22]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130713698","37.4.1","30","","","","0"
"2017","Dolbeau-Mistassini, Quebec","2021S0504411","Construction [23]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130713704","37.5.1","550","","","","0"
"2018","Dolbeau-Mistassini, Quebec","2021S0504411","Construction [23]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130713704","37.5.1","580","","","","0"
"2019","Dolbeau-Mistassini, Quebec","2021S0504411","Construction [23]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130713704","37.5.1","590","","","","0"
"2020","Dolbeau-Mistassini, Quebec","2021S0504411","Construction [23]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130713704","37.5.1","570","","","","0"
"2021","Dolbeau-Mistassini, Quebec","2021S0504411","Construction [23]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130713704","37.5.1","590","","","","0"
"2022","Dolbeau-Mistassini, Quebec","2021S0504411","Construction [23]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130713704","37.5.1","600","","","","0"
"2023","Dolbeau-Mistassini, Quebec","2021S0504411","Construction [23]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130713704","37.5.1","570","","","","0"
"2017","Dolbeau-Mistassini, Quebec","2021S0504411","Manufacturing [31-33]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130713710","37.6.1","1060","","","","0"
"2018","Dolbeau-Mistassini, Quebec","2021S0504411","Manufacturing [31-33]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130713710","37.6.1","1110","","","","0"
"2019","Dolbeau-Mistassini, Quebec","2021S0504411","Manufacturing [31-33]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130713710","37.6.1","1070","","","","0"
"2020","Dolbeau-Mistassini, Quebec","2021S0504411","Manufacturing [31-33]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130713710","37.6.1","800","","","","0"
"2021","Dolbeau-Mistassini, Quebec","2021S0504411","Manufacturing [31-33]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130713710","37.6.1","1080","","","","0"
"2022","Dolbeau-Mistassini, Quebec","2021S0504411","Manufacturing [31-33]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130713710","37.6.1","1050","","","","0"
"2023","Dolbeau-Mistassini, Quebec","2021S0504411","Manufacturing [31-33]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130713710","37.6.1","1050","","","","0"
"2017","Sept-Îles, Quebec","2021S0504412","Agriculture, forestry, fishing and hunting [11]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130713818","38.2.1","130","","","","0"
"2018","Sept-Îles, Quebec","2021S0504412","Agriculture, forestry, fishing and hunting [11]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130713818","38.2.1","130","","","","0"
"2019","Sept-Îles, Quebec","2021S0504412","Agriculture, forestry, fishing and hunting [11]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130713818","38.2.1","110","","","","0"
"2020","Sept-Îles, Quebec","2021S0504412","Agriculture, forestry, fishing and hunting [11]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130713818","38.2.1","100","","","","0"
"2021","Sept-Îles, Quebec","2021S0504412","Agriculture, forestry, fishing and hunting [11]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130713818","38.2.1","120","","","","0"
"2022","Sept-Îles, Quebec","2021S0504412","Agriculture, forestry, fishing and hunting [11]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130713818","38.2.1","90","","","","0"
"2023","Sept-Îles, Quebec","2021S0504412","Agriculture, forestry, fishing and hunting [11]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130713818","38.2.1","100","","","","0"
"2017","Sept-Îles, Quebec","2021S0504412","Mining, quarrying, and oil and gas extraction [21]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130713824","38.3.1","260","","","","0"
"2018","Sept-Îles, Quebec","2021S0504412","Mining, quarrying, and oil and gas extraction [21]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130713824","38.3.1","280","","","","0"
"2019","Sept-Îles, Quebec","2021S0504412","Mining, quarrying, and oil and gas extraction [21]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130713824","38.3.1","290","","","","0"
"2020","Sept-Îles, Quebec","2021S0504412","Mining, quarrying, and oil and gas extraction [21]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130713824","38.3.1","280","","","","0"
"2021","Sept-Îles, Quebec","2021S0504412","Mining, quarrying, and oil and gas extraction [21]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130713824","38.3.1","270","","","","0"
"2022","Sept-Îles, Quebec","2021S0504412","Mining, quarrying, and oil and gas extraction [21]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130713824","38.3.1","290","","","","0"
"2023","Sept-Îles, Quebec","2021S0504412","Mining, quarrying, and oil and gas extraction [21]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130713824","38.3.1","290","","","","0"
"2017","Sept-Îles, Quebec","2021S0504412","Utilities [22]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130713830","38.4.1","170","","","","0"
"2018","Sept-Îles, Quebec","2021S0504412","Utilities [22]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130713830","38.4.1","180","","","","0"
"2019","Sept-Îles, Quebec","2021S0504412","Utilities [22]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130713830","38.4.1","170","","","","0"
"2020","Sept-Îles, Quebec","2021S0504412","Utilities [22]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130713830","38.4.1","160","","","","0"
"2021","Sept-Îles, Quebec","2021S0504412","Utilities [22]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130713830","38.4.1","170","","","","0"
"2022","Sept-Îles, Quebec","2021S0504412","Utilities [22]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130713830","38.4.1","160","","","","0"
